"Host_code" "Viral_richness" "Plant_richness" "year" "grid" "quadra" "total_cover" "Host_community" "GPS_localisation" "Locality" "Country" "Ecosystem" "Collection_date" "Sequencing_plate" "Biomass" "Grid_code" "Vegetation" "Litter" "Soil" "Free_space"
"64" "21_CAM_090800" 1 5 "21" "09" "08" 91.5 "Schedonorus arundinaceus_87,5;Trifolium repens_3;Paspalum dilatatum_0,5;Asteraceae sp._0,5" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_C11" 18.96 "21_CAM_09" 100 0 0 0
"65" "21_CAM_080900" 1 4 "21" "08" "09" 110.5 "Schedonorus arundinaceus_87,5;Trifolium pratense_20;Paspalum dilatatum_3" "43.57882471998165,4.662479958078604" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_C12" 23.24 "21_CAM_08" 100 0 0 0
"66" "21_CAM_160800" 7 4 "21" "16" "08" 50 "Silene italica_20;Malcolmia littorea_10;Scabiosa atropurpurea_20" "43.41520217236054,4.616899180511894" "Arles" "France" "Dune grassland" "2021-06-21" "EDGGA-4_D03" 5.93 "21_CAM_16" 40 40 20 60
"67" "21_CAM_120500" 1 4 "21" "12" "05" 91 "Brachypodium phoenicoides_87,5;Galium aparine_0,5;Carex divisa_3" "43.580759365754986,4.6534799906287" "Arles" "France" "Brachypodium-dominated grassland" "2021-06-08" "EDGGA-4_D08" 38.71 "21_CAM_12" 90 10 0 10
"68" "21_CAM_100700" 4 5 "21" "10" "07" 101 "Trifolium pratense_37,5;Schedonorus arundinaceus_62,5;Lotus glaber_0,5;Gramineae sp._0,5" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_D10" 32.74 "21_CAM_10" 100 0 0 0
"69" "21_CAM_090900" 3 7 "21" "09" "09" 112 "Schedonorus arundinaceus_87,5;Trifolium repens_0,5;Paspalum dilatatum_0,5;Tragopogon sp._3;Lotus glaber_0,5;Solanum villosum_20" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_D11" 15.25 "21_CAM_09" 100 0 0 0
"70" "21_CAM_090100" 1 6 "21" "09" "01" 94.5 "Schedonorus arundinaceus_87,5;Potentilla reptans_3;Trifolium repens_3;Paspalum dilatatum_0,5;Holcus lanatus_0,5" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_D12" 20 "21_CAM_09" 100 0 0 0
"71" "21_CAM_130500" 1 3 "21" "13" "05" 65.5 "Brachypodium phoenicoides_62,5;Schedonorus arundinaceus_3" "43.58006744168011,4.6528288009641" "Arles" "France" "Brachypodium-dominated grassland" "2021-06-08" "EDGGA-4_E07" 10.96 "21_CAM_13" 70 30 0 30
"72" "21_CAM_120600" 1 4 "21" "12" "06" 88.5 "Brachypodium phoenicoides_87,5;Galium aparine_0,5;Avena sterilis_0,5" "43.580759365754986,4.6534799906287" "Arles" "France" "Brachypodium-dominated grassland" "2021-06-08" "EDGGA-4_E08" 18 "21_CAM_12" 80 20 0 20
"73" "21_CAM_100800" 9 9 "21" "10" "08" 87.5 "Trifolium pratense_37,5;Schedonorus arundinaceus_37,5;Lotus glaber_10;Helminthotheca echioides_0,5;Daucus carota_0,5;Vicia sativa_0,5;Cuscuta campestris_0,5;Medicago minima_0,5" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_E10" 11.15 "21_CAM_10" 90 10 0 10
"74" "21_CAM_100100" 1 9 "21" "10" "01" 108 "Trifolium pratense_62,5;Schedonorus arundinaceus_37,5;Lotus glaber_0,5;Helminthotheca echioides_3;Daucus carota_0,5;Agrostis stolonifera_3;Paspalum dilatatum_0,5;Trifolium fragiferum_0,5" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_E11" 24.07 "21_CAM_10" 100 0 0 0
"75" "21_CAM_090200" 2 5 "21" "09" "02" 108 "Schedonorus arundinaceus_87,5;Potentilla reptans_0,5;Trifolium repens_10;Paspalum dilatatum_10" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_E12" 11.64 "21_CAM_09" 90 10 0 10
"76" "21_CAM_100200" 4 5 "21" "10" "02" 113.5 "Schedonorus arundinaceus_87,5;Lotus glaber_3;Daucus carota_3;Trifolium repens_20" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_F11" 6.56 "21_CAM_10" 90 10 0 10
"77" "21_CAM_120800" 2 4 "21" "12" "08" 88.5 "Brachypodium phoenicoides_87,5;Elytrigia campestris_0,5;Avena barbata_0,5" "43.580759365754986,4.6534799906287" "Arles" "France" "Brachypodium-dominated grassland" "2021-06-08" "EDGGA-4_G08" 46.77 "21_CAM_12" 90 10 0 10
"78" "21_CAM_110100" 3 4 "21" "11" "01" 66 "Schedonorus arundinaceus_62,5;Carex otrubae_3;Cynodon dactylon_0,5" "43.50309,4.67599" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_G10" 7.17 "21_CAM_11" 70 30 0 30
"79" "21_CAM_100300" 2 6 "21" "10" "03" 118.5 "Trifolium pratense_87,5;Schedonorus arundinaceus_20;Lotus glaber_10;Daucus carota_0,5;Medicago polymorpha_0,5" "43.50322,4.6785" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_G11" 15.24 "21_CAM_10" 100 0 0 0
"80" "21_CAM_090400" 1 7 "21" "09" "04" 89.5 "Schedonorus arundinaceus_62,5;Potentilla reptans_0,5;Trifolium repens_3;Paspalum dilatatum_0,5;Holcus lanatus_20;Tragopogon sp._3" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_G12" 18.78 "21_CAM_09" 100 0 0 0
"81" "21_CAM_180100" 1 3 "21" "18" "01" 13 "Bolboschoenus maritimus_10;Phragmites australis_3" "43.515717758636626,4.681429210275584" "Arles" "France" "Pond grassland" "2021-06-21" "EDGGA-4_H02" 4.46 "21_CAM_18" 15 15 70 85
"82" "21_CAM_160400" 5 3 "21" "16" "04" 40.5 "Silene italica_37,5;Sporobolus pungens_3" "43.41520217236054,4.616899180511894" "Arles" "France" "Dune grassland" "2021-06-21" "EDGGA-4_H04" 9.92 "21_CAM_16" 40 30 30 60
"83" "21_CAM_130800" 1 5 "21" "13" "08" 103.5 "Brachypodium phoenicoides_87,5;Elytrigia campestris_3;Festuca sp._10;Lathyrus hirsutus_3" "43.58006744168011,4.6528288009641" "Arles" "France" "Brachypodium-dominated grassland" "2021-06-08" "EDGGA-4_H07" 34.24 "21_CAM_13" 100 0 0 0
"84" "21_CAM_120100" 1 2 "21" "12" "01" 87.5 "Brachypodium phoenicoides_87,5" "43.580759365754986,4.6534799906287" "Arles" "France" "Brachypodium-dominated grassland" "2021-06-08" "EDGGA-4_H09" 30.25 "21_CAM_12" 90 10 0 10
"85" "21_CAM_110200" 2 6 "21" "11" "02" 61 "Schedonorus arundinaceus_20;Carex otrubae_20;Cynodon dactylon_0,5;Trifolium fragiferum_20;Amaranthaceae sp._0,5" "43.50309,4.67599" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_H10" 1.49 "21_CAM_11" 50 50 0 50
"86" "21_CAM_090500" 5 9 "21" "09" "05" 98.5 "Schedonorus arundinaceus_87,5;Potentilla reptans_0,5;Trifolium repens_3;Paspalum dilatatum_0,5;Holcus lanatus_0,5;Tragopogon sp._3;Lotus glaber_3;Poa pratensis_0,5" "43.58004,4.66257" "Arles" "France" "Farmland meadow" "2021-05-25" "EDGGA-4_H12" 14.41 "21_CAM_09" 100 0 0 0
"87" "22_CAM_010200" 1 20 "22" "01" "02" 65.5 "Carex divisa_20;Plantago lagopus_20;Erodium cicutarium_10;Trifolium campestre_0,5;Arenaria leptoclados_0,5;Geranium molle_0,5;Cerastium semidecandrum_0,5;Sabulina mediterranea_0,5;Poa bulbosa_3;Stellaria pallida_0,5;Cynodon dactylon_0,5;Draba verna_0,5;Medicago minima_0,5;Medicago truncatula_3;Lobularia maritima_0,5;Medicago polymorpha_0,5;Sonchus bulbosus_0,5;Trifolium tomentosum_3;Leontodon saxatilis_0,5" "43.463622,4.661782" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-1_B01" 10.17 "22_CAM_01" 80 15 5 20
"88" "22_CAM_010300" 3 20 "22" "01" "03" 88.5 "Carex divisa_3;Plantago lagopus_37,5;Erodium cicutarium_37,5;Cerastium semidecandrum_0,5;Filago sp._0,5;Sabulina mediterranea_0,5;Poa bulbosa_0,5;Catapodium rigidum_0,5;Cynodon dactylon_0,5;Draba verna_0,5;Medicago minima_0,5;Medicago polymorpha_0,5;Sonchus bulbosus_0,5;Hypochaeris glabra_3;Lysimachia arvensis_0,5;Plantago bellardii_0,5;Bupleurum semicompositum_0,5;Vulpia sp._0,5;Lagurus ovatus_0,5" "43.463622,4.661782" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-1_C01" 9.1 "22_CAM_01" 85 10 5 15
"89" "22_CAM_010400" 1 19 "22" "01" "04" 65 "Carex divisa_20;Plantago lagopus_10;Erodium cicutarium_20;Arenaria leptoclados_0,5;Crepis capillaris_0,5;Cerastium semidecandrum_0,5;Poa bulbosa_3;Cynodon dactylon_0,5;Draba verna_0,5;Medicago polymorpha_0,5;Sonchus bulbosus_3;Bupleurum semicompositum_0,5;Senecio vulgaris subsp. vulgaris_0,5;Ajuga iva_0,5;Trifolium scabrum_3;Romulea ramiflora_0,5;Herniaria cinerea_0,5;Lagurus ovatus_0,5" "43.463622,4.661782" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-1_D01" 7.34 "22_CAM_01" 75 25 0 25
"90" "22_CAM_110300" 5 7 "22" "11" "03" 99 "Trifolium resupinatum_20;Ranunculus sardous_62,5;Cynodon dactylon_0,5;Juncus gerardi_3;Phragmites australis_10;Carex otrubae_3" "43.50753056,4.67303889" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_A01" 8.83 "22_CAM_11" 90 10 0 10
"91" "22_CAM_100500" 9 12 "22" "10" "05" 90.5 "Cynodon dactylon_20;Trifolium pratense_20;Bromus hordeaceus_3;Daucus carota_20;Lotus glaber_10;Poa trivialis_3;Bromus lanceolatus_0,5;Plantago lanceolata_10;Medicago arabica_0,5;Potentilla reptans_0,5;Picris hieracioides subsp. hieracioides_3" "43.50774444,4.66935278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_A02" 3 "22_CAM_10" 85 10 5 15
"92" "22_CAM_090600" 1 7 "22" "09" "06" 121 "Schedonorus arundinaceus_37,5;Holcus lanatus_20;Trifolium pratense_3;Solanum villosum_37,5;Paspalum dilatatum_3;Plantago lanceolata_20" "43.57918611,4.66345278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_A03" 18.15 "22_CAM_09" 90 10 0 10
"93" "22_CAM_080800" 4 6 "22" "08" "08" 79 "Holcus lanatus_37,5;Schedonorus arundinaceus_37,5;Trifolium pratense_0,5;Paspalum dilatatum_3;Galium mollugo_0,5" "43.58020556,4.66368333" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_A04" 25.52 "22_CAM_08" 90 10 0 10
"94" "22_CAM_070900" 3 16 "22" "07" "09" 114 "Parapholis filiformis_0,5;Lotus glaber_10;Centaurium sp._0,5;Hainardia cylindrica_3;Leontodon saxatilis_3;Cynodon dactylon_3;Juncus gerardi_0,5;Blackstonia perfoliata subsp. perfoliata_0,5;Bellis annua_0,5;Polygonum maritimum_0,5;Brachypodium phoenicoides_87,5;Alopecurus bulbosus_0,5;Prunus spinosa_3;Sherardia arvensis_0,5;Catapodium rigidum_0,5" "43.459028,4.660798" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_A05" 10.14 "22_CAM_07" 90 10 0 10
"95" "22_CAM_070100" 2 8 "22" "07" "01" 62.5 "Plantago coronopus_37,5;Parapholis filiformis_20;Hordeum marinum_0,5;Lotus glaber_3;Centaurium sp._0,5;Hainardia cylindrica_0,5;Leontodon saxatilis_0,5" "43.459028,4.660798" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_A06" 5.7 "22_CAM_07" 50 0 50 50
"96" "22_CAM_040400" 1 23 "22" "04" "04" 47.5 "Dactylis glomerata_10;Lysimachia arvensis_0,5;Trifolium scabrum_0,5;Euphorbia exigua_0,5;Scorpiurus muricatus_3;Hedypnois rhagadioloides_3;Bromus madritensis_3;Plantago lagopus_3;Catapodium rigidum_0,5;Crepis vesicaria subsp. taraxacifolia_3;Filago pygmaea_0,5;Galium murale_0,5;Brachypodium distachyon_0,5;Erodium cicutarium_0,5;Vulpia unilateralis_0,5;Parapholis incurva_0,5;Elytrigia sp._10;Avena barbata_0,5;Salvia verbenaca subsp. clandestina_0,5;Brachypodium phoenicoides_3;Centaurea melitensis_3;Torilis nodosa subsp. nodosa_0,5" "43.483346,4.67912" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_A09" 7.31 "22_CAM_04" 70 10 20 30
"97" "22_CAM_020700" 1 17 "22" "02" "07" 52 "Carex divisa_20;Erodium cicutarium_3;Medicago polymorpha_3;Cynodon dactylon_0,5;Cerastium semidecandrum_3;Arenaria leptoclados_3;Trifolium scabrum_3;Poa bulbosa_10;Hypochaeris glabra_0,5;Trifolium campestre_0,5;Trifolium tomentosum_0,5;Stellaria pallida_0,5;Sherardia arvensis_0,5;Romulea ramiflora_3;Bromus hordeaceus_0,5;Galium murale_0,5" "43.463715,4.66216" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-2_A11" 6.79 "22_CAM_02" 70 30 0 30
"98" "22_CAM_110400" 4 10 "22" "11" "04" 77.5 "Trifolium resupinatum_20;Aster squamatus_20;Ranunculus sardous_3;Cynodon dactylon_0,5;Juncus gerardi_0,5;Schedonorus arundinaceus_10;Agrostis stolonifera_20;Plantago major_3;Geranium dissectum_0,5" "43.50753056,4.67303889" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_B01" 12.15 "22_CAM_11" 85 15 0 15
"99" "22_CAM_100600" 7 14 "22" "10" "06" 65 "Trifolium pratense_3;Bromus hordeaceus_3;Daucus carota_0,5;Lotus glaber_10;Poa trivialis_0,5;Schedonorus arundinaceus_3;Plantago lanceolata_20;Convolvulus arvensis_0,5;Medicago arabica_3;Medicago polymorpha_0,5;Trifolium resupinatum_0,5;Ranunculus bulbosus_20;Polygonum aviculare_0,5" "43.50774444,4.66935278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_B02" 4.99 "22_CAM_10" 80 10 10 20
"100" "22_CAM_090700" 4 6 "22" "09" "07" 113.5 "Schedonorus arundinaceus_87,5;Holcus lanatus_3;Trifolium pratense_10;Solanum villosum_10;Paspalum dilatatum_3" "43.57918611,4.66345278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_B03" 19.65 "22_CAM_09" 95 5 0 5
"101" "22_CAM_080900" 4 5 "22" "08" "09" 46 "Holcus lanatus_20;Schedonorus arundinaceus_20;Helminthotheca echioides_3;Potentilla reptans_3" "43.58020556,4.66368333" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_B04" 7.04 "22_CAM_08" 50 50 0 50
"102" "22_CAM_080100" 4 6 "22" "08" "01" 113 "Holcus lanatus_20;Tragopogon pratensis subsp. orientalis_20;Schedonorus arundinaceus_62,5;Helminthotheca echioides_10;Trifolium pratense_0,5" "43.58020556,4.66368333" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_B05" 17.46 "22_CAM_08" 90 10 0 10
"103" "22_CAM_050400" 3 6 "22" "05" "04" 14.5 "Parapholis filiformis_10;Halimione portulacoides_3;Crepis vesicaria subsp. taraxacifolia_0,5;Bellis annua_0,5;Sagina maritima_0,5" "43.50468889,4.67098889" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_B08" 1.65 "22_CAM_05" 15 5 10 15
"104" "22_CAM_040500" 1 22 "22" "04" "05" 35 "Dactylis glomerata_10;Lysimachia arvensis_0,5;Trifolium stellatum_3;Euphorbia exigua_0,5;Rostraria cristata_0,5;Scorpiurus muricatus_3;Hedypnois rhagadioloides_3;Trifolium campestre_0,5;Bellis annua_0,5;Medicago truncatula_0,5;Catapodium rigidum_0,5;Crepis vesicaria subsp. taraxacifolia_3;Filago pygmaea_0,5;Sideritis romana_0,5;Hordeum murinum_3;Linum sp._0,5;Erodium cicutarium_0,5;Parapholis incurva_0,5;Brachypodium phoenicoides_3;Sonchus oleraceus_0,5;Podospermum laciniatum_0,5" "43.483346,4.67912" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_B09" 8.72 "22_CAM_04" 70 5 25 30
"105" "22_CAM_020800" 1 23 "22" "02" "08" 67 "Carex divisa_10;Hedypnois rhagadioloides_20;Sabulina mediterranea_0,5;Polycarpon tetraphyllum_0,5;Medicago polymorpha_3;Cynodon dactylon_0,5;Cerastium semidecandrum_0,5;Arenaria leptoclados_3;Trifolium scabrum_0,5;Poa bulbosa_3;Vulpia sp._0,5;Lobularia maritima_3;Trifolium campestre_0,5;Sonchus bulbosus_10;Medicago monspeliaca_3;Stellaria pallida_0,5;Bromus sp._0,5;Sherardia arvensis_0,5;Geranium molle_3;Crepis vesicaria subsp. taraxacifolia_3;Filago sp._0,5;Catapodium rigidum_0,5" "43.463715,4.66216" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-2_B11" 11.42 "22_CAM_02" 90 5 5 10
"106" "22_CAM_110500" 6 5 "22" "11" "05" 102.5 "Trifolium resupinatum_62,5;Aster squamatus_20;Ranunculus sardous_10;Trifolium squamosum_10" "43.50753056,4.67303889" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_C01" 14.03 "22_CAM_11" 95 5 0 5
"107" "22_CAM_100700" 9 14 "22" "10" "07" 68 "Trifolium pratense_3;Bromus hordeaceus_3;Daucus carota_3;Lotus glaber_0,5;Poa trivialis_3;Schedonorus arundinaceus_3;Vicia sativa_0,5;Plantago lanceolata_10;Convolvulus arvensis_0,5;Medicago arabica_3;Trifolium resupinatum_0,5;Brachypodium phoenicoides_37,5;Lathyrus setifolius_0,5" "43.50774444,4.66935278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_C02" 8.56 "22_CAM_10" 80 15 5 20
"108" "22_CAM_090800" 1 9 "22" "09" "08" 73 "Schedonorus arundinaceus_37,5;Holcus lanatus_20;Trifolium pratense_3;Solanum villosum_3;Poa pratensis_3;Vicia sativa_3;Paspalum dilatatum_3;Cynodon dactylon_0,5" "43.57918611,4.66345278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_C03" 11.67 "22_CAM_09" 90 5 5 10
"109" "22_CAM_090100" 5 9 "22" "09" "01" 116.5 "Schedonorus arundinaceus_62,5;Holcus lanatus_20;Trifolium pratense_10;Trifolium repens_10;Tragopogon pratensis subsp. orientalis_3;Solanum villosum_10;Poa pratensis_0,5;Ranunculus acris_0,5" "43.57918611,4.66345278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_C04" 11.73 "22_CAM_09" 95 5 0 5
"110" "22_CAM_080200" 3 8 "22" "08" "02" 95 "Holcus lanatus_20;Schedonorus arundinaceus_62,5;Trifolium repens_3;Linum usitatissimum subsp. angustifolium_3;Solanum villosum_3;Plantago lanceolata_0,5;Poa trivialis_3" "43.58020556,4.66368333" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_C05" 26.11 "22_CAM_08" 90 10 0 10
"111" "22_CAM_070300" 4 10 "22" "07" "03" 105.5 "Plantago coronopus_3;Lotus glaber_20;Centaurium sp._0,5;Hainardia cylindrica_3;Leontodon saxatilis_37,5;Cynodon dactylon_3;Lysimachia arvensis_0,5;Agrostis stolonifera_37,5;Bupleurum semicompositum_0,5" "43.459028,4.660798" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_C06" 9.82 "22_CAM_07" 90 10 0 10
"112" "22_CAM_060400" 3 10 "22" "06" "04" 88.5 "Parapholis incurva_0,5;Parapholis filiformis_3;Halimione portulacoides_62,5;Bellis annua_0,5;Elytrigia acuta_20;Hainardia cylindrica_0,5;Poa bulbosa_0,5;Sonchus bulbosus_0,5;Sonchus oleraceus_0,5" "43.484647,4.683941" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_C07" 10.24 "22_CAM_06" 80 5 15 20
"113" "22_CAM_040600" 1 11 "22" "04" "06" 66 "Dactylis glomerata_20;Bellis annua_0,5;Catapodium rigidum_0,5;Galium murale_0,5;Cynodon dactylon_0,5;Carex divisa_3;Torilis nodosa subsp. nodosa_20;Podospermum laciniatum_0,5;Halimione portulacoides_20;Sonchus bulbosus_0,5" "43.483346,4.67912" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_C09" 16.65 "22_CAM_04" 95 4 1 5
"114" "22_CAM_020900" 1 18 "22" "02" "09" 59.5 "Plantago lagopus_3;Carex divisa_10;Erodium cicutarium_20;Sabulina mediterranea_0,5;Medicago polymorpha_0,5;Cynodon dactylon_0,5;Cerastium semidecandrum_0,5;Arenaria leptoclados_0,5;Trifolium scabrum_0,5;Poa bulbosa_10;Lobularia maritima_3;Hypochaeris glabra_3;Medicago littoralis_3;Crepis capillaris_0,5;Trifolium campestre_0,5;Sonchus bulbosus_0,5;Bromus rubens_3" "43.463715,4.66216" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-2_C11" 5.53 "22_CAM_02" 60 30 10 40
"115" "22_CAM_020100" 6 15 "22" "02" "01" 68 "Plantago lagopus_20;Carex divisa_20;Erodium cicutarium_20;Hedypnois rhagadioloides_3;Sabulina mediterranea_0,5;Polycarpon tetraphyllum_0,5;Medicago polymorpha_0,5;Cynodon dactylon_0,5;Cerastium semidecandrum_0,5;Arenaria leptoclados_0,5;Ajuga iva_0,5;Trifolium scabrum_0,5;Poa bulbosa_0,5;Vulpia sp._0,5" "43.463715,4.66216" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-2_C12" 7.51 "22_CAM_02" 85 15 0 15
"116" "22_CAM_110600" 9 5 "22" "11" "06" 113.5 "Trifolium resupinatum_87,5;Aster squamatus_3;Ranunculus sardous_20;Phragmites australis_3" "43.50753056,4.67303889" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_D01" 22.4 "22_CAM_11" 95 5 0 5
"117" "22_CAM_100800" 1 8 "22" "10" "08" 107 "Cynodon dactylon_20;Trifolium pratense_0,5;Bromus hordeaceus_0,5;Daucus carota_20;Poa trivialis_0,5;Schedonorus arundinaceus_62,5;Convolvulus arvensis_3" "43.50774444,4.66935278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_D02" 7.91 "22_CAM_10" 95 5 0 5
"118" "22_CAM_090900" 3 8 "22" "09" "09" 76.5 "Schedonorus arundinaceus_20;Holcus lanatus_20;Trifolium pratense_10;Solanum villosum_3;Paspalum dilatatum_3;Plantago lanceolata_20;Helminthotheca echioides_0,5" "43.57918611,4.66345278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_D03" 20.76 "22_CAM_09" 95 5 0 5
"119" "22_CAM_090200" 4 7 "22" "09" "02" 107 "Schedonorus arundinaceus_62,5;Holcus lanatus_37,5;Trifolium repens_3;Vicia sativa_0,5;Poa trivialis_3;Ranunculus acris_0,5" "43.57918611,4.66345278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_D04" 13.71 "22_CAM_09" 90 10 0 10
"120" "22_CAM_080300" 5 7 "22" "08" "03" 79.5 "Holcus lanatus_62,5;Schedonorus arundinaceus_10;Trifolium pratense_0,5;Trifolium repens_3;Plantago lanceolata_0,5;Poa trivialis_3" "43.58020556,4.66368333" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_D05" 12.31 "22_CAM_08" 90 10 0 10
"121" "22_CAM_070400" 2 11 "22" "07" "04" 56.5 "Plantago coronopus_3;Parapholis filiformis_3;Hordeum marinum_0,5;Lotus glaber_20;Hainardia cylindrica_20;Leontodon saxatilis_3;Juncus gerardi_3;Bellis annua_0,5;Polygonum maritimum_0,5;Ranunculus sardous_3" "43.459028,4.660798" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_D06" 7.04 "22_CAM_07" 60 0 40 40
"122" "22_CAM_040700" 1 28 "22" "04" "07" 65.5 "Lysimachia arvensis_0,5;Sherardia arvensis_0,5;Euphorbia exigua_0,5;Lysimachia linum-stellatum_3;Rostraria cristata_0,5;Scorpiurus muricatus_3;Polygala monspeliaca_0,5;Plantago lagopus_3;Bellis annua_0,5;Catapodium rigidum_0,5;Galium murale_0,5;Filago sp._0,5;Brachypodium distachyon_37,5;Cynodon dactylon_3;Linum sp._0,5;Erodium cicutarium_0,5;Hippocrepis biflora_0,5;Crepis sancta_3;Cuscuta sp._0,5;Vulpia unilateralis_0,5;Bupleurum semicompositum_0,5;Avena barbata_0,5;Brachypodium phoenicoides_0,5;Poa bulbosa_3;Centaurium sp._0,5;Blackstonia sp._0,5;Vulpia sp._0,5" "43.483346,4.67912" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_D09" 6.5 "22_CAM_04" 90 5 5 10
"123" "22_CAM_030800" 6 19 "22" "03" "08" 100 "Plantago lagopus_3;Bellis annua_0,5;Filago pygmaea_0,5;Brachypodium distachyon_10;Catapodium rigidum_0,5;Lysimachia arvensis_0,5;Cynodon dactylon_0,5;Scorpiurus muricatus_3;Linum sp._0,5;Erodium cicutarium_0,5;Trifolium stellatum_10;Euphorbia exigua_3;Avena barbata_0,5;Elytrigia sp._62,5;Dactylis glomerata_3;Parapholis filiformis_0,5;Pallenis spinosa_0,5;Geranium molle_0,5" "43.482928,4.678219" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_D10" 8.91 "22_CAM_03" 75 10 15 25
"124" "22_CAM_030100" 2 20 "22" "03" "01" 73 "Plantago lagopus_20;Bellis annua_3;Filago pygmaea_3;Brachypodium distachyon_0,5;Catapodium rigidum_0,5;Lysimachia arvensis_3;Crepis vesicaria subsp. taraxacifolia_10;Bromus madritensis_0,5;Medicago truncatula_10;Carex divisa_3;Cynodon dactylon_3;Sonchus oleraceus_3;Taraxacum sp._3;Poa bulbosa_0,5;Hedypnois rhagadioloides_3;Scorpiurus muricatus_0,5;Linum sp._0,5;Erodium cicutarium_3;Trifolium stellatum_3" "43.482928,4.678219" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_D11" 12.08 "22_CAM_03" 85 5 10 15
"125" "22_CAM_020200" 6 16 "22" "02" "02" 71 "Plantago lagopus_3;Carex divisa_37,5;Erodium cicutarium_3;Sabulina mediterranea_0,5;Cerastium semidecandrum_0,5;Arenaria leptoclados_0,5;Trifolium scabrum_0,5;Poa bulbosa_0,5;Lobularia maritima_10;Hypochaeris glabra_10;Medicago littoralis_3;Crepis capillaris_0,5;Draba verna_0,5;Trifolium suffocatum_0,5;Bupleurum semicompositum_0,5" "43.463715,4.66216" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-2_D12" 5.84 "22_CAM_02" 70 20 10 30
