"Host_code" "Viral_richness" "Plant_richness" "year" "grid" "quadra" "total_cover" "Host_community" "GPS_localisation" "Locality" "Country" "Ecosystem" "Collection_date" "Sequencing_plate" "Biomass" "Grid_code" "Vegetation" "Litter" "Soil" "Free_space"
"126" "22_CAM_110700" 1 10 "22" "11" "07" 110 "Trifolium resupinatum_37,5;Aster squamatus_0,5;Ranunculus sardous_3;Juncus gerardi_0,5;Schedonorus arundinaceus_37,5;Agrostis stolonifera_20;Geranium dissectum_0,5;Lotus glaber_10;Convolvulus arvensis_0,5" "43.50753056,4.67303889" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_E01" 23.68 "22_CAM_11" 85 15 0 15
"127" "22_CAM_100900" 5 15 "22" "10" "09" 51 "Trifolium pratense_20;Bromus hordeaceus_3;Daucus carota_0,5;Lotus glaber_3;Poa trivialis_3;Schedonorus arundinaceus_3;Plantago lanceolata_10;Convolvulus arvensis_3;Medicago arabica_0,5;Trifolium resupinatum_0,5;Potentilla reptans_0,5;Picris hieracioides subsp. hieracioides_0,5;Ranunculus bulbosus_3;Cuscuta campestris_0,5" "43.50774444,4.66935278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_E02" 5.78 "22_CAM_10" 70 15 15 30
"128" "22_CAM_100100" 7 14 "22" "10" "01" 114.5 "Cynodon dactylon_37,5;Trifolium pratense_20;Bromus hordeaceus_3;Daucus carota_20;Rumex crispus_3;Lotus glaber_3;Poa trivialis_0,5;Schedonorus arundinaceus_20;Bromus lanceolatus_3;Vicia sativa_0,5;Veronica arvensis_0,5;Plantago lanceolata_3;Convolvulus arvensis_0,5" "43.50774444,4.66935278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_E03" 4 "22_CAM_10" 90 10 0 10
"129" "22_CAM_090300" 8 7 "22" "09" "03" 116.5 "Schedonorus arundinaceus_87,5;Holcus lanatus_10;Trifolium pratense_3;Solanum villosum_10;Ranunculus acris_3;Paspalum dilatatum_3" "43.57918611,4.66345278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_E04" 16.11 "22_CAM_09" 90 10 0 10
"130" "22_CAM_080400" 2 7 "22" "08" "04" 29.5 "Holcus lanatus_10;Schedonorus arundinaceus_10;Trifolium pratense_3;Solanum villosum_0,5;Poa trivialis_3;Ranunculus acris_3" "43.58020556,4.66368333" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_E05" 8.34 "22_CAM_08" 40 10 50 60
"131" "22_CAM_070500" 10 8 "22" "07" "05" 25.5 "Plantago coronopus_20;Parapholis filiformis_3;Lotus glaber_0,5;Hainardia cylindrica_0,5;Juncus gerardi_0,5;Bupleurum semicompositum_0,5;Limonium girardianum_0,5" "43.459028,4.660798" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_E06" 5.62 "22_CAM_07" 30 0 70 70
"132" "22_CAM_050700" 2 5 "22" "05" "07" 91.5 "Parapholis filiformis_0,5;Halimione portulacoides_87,5;Limonium narbonense_3;Puccinellia festuciformis_0,5" "43.50468889,4.67098889" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_E08" 15.03 "22_CAM_05" 90 5 5 10
"133" "22_CAM_030900" 2 21 "22" "03" "09" 54 "Bellis annua_3;Brachypodium distachyon_20;Crepis vesicaria subsp. taraxacifolia_3;Cynodon dactylon_3;Sonchus oleraceus_0,5;Scorpiurus muricatus_3;Linum sp._10;Erodium cicutarium_0,5;Trifolium stellatum_0,5;Euphorbia exigua_0,5;Polygala monspeliaca_3;Centaurium sp._0,5;Lysimachia linum-stellatum_0,5;Galium murale_0,5;Trifolium lappaceum_0,5;Leontodon sp._0,5;Medicago polymorpha_0,5;Trifolium campestre_0,5;Crepis sancta_3;Vulpia sp._0,5" "43.482928,4.678219" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_E10" 9.15 "22_CAM_03" 90 5 5 10
"134" "22_CAM_030200" 5 24 "22" "03" "02" 84 "Plantago lagopus_10;Bellis annua_10;Filago pygmaea_0,5;Brachypodium distachyon_20;Lysimachia arvensis_0,5;Sonchus oleraceus_3;Hedypnois rhagadioloides_3;Euphorbia exigua_0,5;Polygala monspeliaca_0,5;Sideritis romana_10;Lysimachia linum-stellatum_0,5;Brachypodium phoenicoides_20;Galium murale_0,5;Trifolium lappaceum_0,5;Dactylis glomerata_0,5;Vulpia unilateralis_0,5;Linum strictum_0,5;Bromus rubens_0,5;Torilis nodosa subsp. nodosa_0,5;Parapholis sp._0,5;Muscari neglectum_0,5;Crepis sp._0,5;Rostraria cristata_0,5" "43.482928,4.678219" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_E11" 4.8 "22_CAM_03" 60 10 30 40
"135" "22_CAM_110800" 7 8 "22" "11" "08" 86.5 "Trifolium resupinatum_10;Ranunculus sardous_20;Juncus gerardi_10;Schedonorus arundinaceus_37,5;Phragmites australis_3;Convolvulus arvensis_3;Medicago arabica_3" "43.50753056,4.67303889" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_F01" 15.22 "22_CAM_11" 85 15 0 15
"136" "22_CAM_100200" 7 11 "22" "10" "02" 61 "Bromus hordeaceus_20;Daucus carota_10;Lotus glaber_20;Schedonorus arundinaceus_0,5;Plantago lanceolata_3;Convolvulus arvensis_0,5;Medicago arabica_3;Medicago polymorpha_3;Trifolium squamosum_0,5;Trifolium resupinatum_0,5" "43.50774444,4.66935278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_F03" 7.99 "22_CAM_10" 75 15 10 25
"137" "22_CAM_080500" 5 8 "22" "08" "05" 122 "Holcus lanatus_62,5;Schedonorus arundinaceus_37,5;Helminthotheca echioides_10;Trifolium repens_3;Linum usitatissimum subsp. angustifolium_3;Poa trivialis_3;Crepis vesicaria subsp. taraxacifolia_3" "43.58020556,4.66368333" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_F05" 25.73 "22_CAM_08" 95 5 0 5
"138" "22_CAM_070600" 2 11 "22" "07" "06" 75.5 "Plantago coronopus_20;Parapholis filiformis_0,5;Lotus glaber_10;Centaurium sp._0,5;Hainardia cylindrica_3;Leontodon saxatilis_20;Lysimachia arvensis_0,5;Juncus gerardi_0,5;Agrostis stolonifera_20;Bupleurum semicompositum_0,5" "43.459028,4.660798" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_F06" 8.76 "22_CAM_07" 90 0 10 10
"139" "22_CAM_050800" 3 8 "22" "05" "08" 72 "Parapholis filiformis_37,5;Halimione portulacoides_0,5;Bellis annua_0,5;Medicago polymorpha_20;Lysimachia arvensis_3;Limonium narbonense_10;Sagina maritima_0,5" "43.50468889,4.67098889" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_F08" 4.71 "22_CAM_05" 75 25 0 25
"140" "22_CAM_040900" 4 29 "22" "04" "09" 58 "Dactylis glomerata_10;Lysimachia arvensis_0,5;Trifolium scabrum_3;Euphorbia exigua_0,5;Rostraria cristata_3;Scorpiurus muricatus_10;Hedypnois rhagadioloides_3;Bromus madritensis_3;Trifolium campestre_0,5;Bellis annua_0,5;Catapodium rigidum_0,5;Crepis vesicaria subsp. taraxacifolia_0,5;Galium murale_0,5;Brachypodium distachyon_0,5;Linum sp._3;Hippocrepis biflora_0,5;Crepis sancta_0,5;Cuscuta sp._0,5;Parapholis incurva_0,5;Trifolium lappaceum_3;Elytrigia sp._0,5;Centaurea melitensis_3;Torilis nodosa subsp. nodosa_3;Sonchus bulbosus_3;Vulpia sp._3;Geranium molle_0,5;Cerastium glomeratum_0,5;Cerastium pumilum_0,5" "43.483346,4.67912" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_F09" 11.15 "22_CAM_04" 95 3 2 5
"141" "22_CAM_040100" 2 30 "22" "04" "01" 77.5 "Dactylis glomerata_20;Lysimachia arvensis_10;Sherardia arvensis_10;Trifolium stellatum_3;Trifolium scabrum_10;Euphorbia exigua_0,5;Lysimachia linum-stellatum_0,5;Rostraria cristata_0,5;Medicago polymorpha_0,5;Melilotus indicus_0,5;Scorpiurus muricatus_3;Hedypnois rhagadioloides_3;Polygala monspeliaca_0,5;Bromus madritensis_3;Vulpia ciliata subsp. ciliata_0,5;Plantago lagopus_0,5;Trifolium campestre_0,5;Bellis annua_0,5;Medicago truncatula_3;Parapholis sp._0,5;Catapodium rigidum_0,5;Crepis vesicaria subsp. taraxacifolia_3;Filago pygmaea_0,5;Sideritis romana_0,5;Galium murale_0,5;Filago sp._0,5;Brachypodium distachyon_0,5;Hordeum murinum_0,5;Cynodon dactylon_0,5" "43.483346,4.67912" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_F10" 9.93 "22_CAM_04" 95 0 5 5
"142" "22_CAM_030300" 2 17 "22" "03" "03" 103.5 "Plantago lagopus_20;Bellis annua_20;Brachypodium distachyon_37,5;Lysimachia arvensis_0,5;Scorpiurus muricatus_3;Polygala monspeliaca_0,5;Lysimachia linum-stellatum_3;Trifolium lappaceum_3;Filago sp._0,5;Trifolium campestre_3;Crepis sancta_0,5;Vulpia sp._0,5;Linum strictum_10;Muscari neglectum_0,5;Crepis sp._0,5;Rostraria cristata_0,5" "43.482928,4.678219" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_F11" 4.72 "22_CAM_03" 70 10 20 30
"143" "22_CAM_020400" 1 16 "22" "02" "04" 73.5 "Plantago lagopus_20;Carex divisa_10;Erodium cicutarium_37,5;Sabulina mediterranea_0,5;Polycarpon tetraphyllum_0,5;Medicago polymorpha_0,5;Cynodon dactylon_0,5;Cerastium semidecandrum_0,5;Arenaria leptoclados_0,5;Trifolium scabrum_0,5;Poa bulbosa_0,5;Draba verna_0,5;Trifolium campestre_0,5;Medicago monspeliaca_0,5;Trifolium tomentosum_0,5" "43.463715,4.66216" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-2_F12" 9.56 "22_CAM_02" 90 9 1 10
"144" "22_CAM_110900" 1 8 "22" "11" "09" 105 "Trifolium resupinatum_87,5;Aster squamatus_3;Ranunculus sardous_10;Cynodon dactylon_0,5;Schedonorus arundinaceus_0,5;Convolvulus arvensis_3;Poa trivialis_0,5" "43.50753056,4.67303889" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_G01" 17.89 "22_CAM_11" 95 5 0 5
"145" "22_CAM_110200" 1 8 "22" "11" "02" 74 "Trifolium resupinatum_10;Aster squamatus_20;Ranunculus sardous_20;Cynodon dactylon_0,5;Schedonorus arundinaceus_20;Agrostis stolonifera_3;Eleocharis palustris_0,5" "43.50753056,4.67303889" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_G02" 15.11 "22_CAM_11" 90 5 5 10
"146" "22_CAM_100300" 5 12 "22" "10" "03" 59 "Trifolium pratense_3;Bromus hordeaceus_10;Daucus carota_3;Lotus glaber_3;Poa trivialis_0,5;Schedonorus arundinaceus_20;Bromus lanceolatus_3;Plantago lanceolata_3;Convolvulus arvensis_0,5;Trifolium resupinatum_3;Trifolium fragiferum_10" "43.50774444,4.66935278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_G03" 4.45 "22_CAM_10" 85 10 5 15
"147" "22_CAM_090400" 2 7 "22" "09" "04" 118.5 "Schedonorus arundinaceus_62,5;Holcus lanatus_20;Trifolium pratense_10;Tragopogon pratensis subsp. orientalis_20;Solanum villosum_3;Poa pratensis_3" "43.57918611,4.66345278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_G04" 30.53 "22_CAM_09" 95 5 0 5
"148" "22_CAM_080600" 1 9 "22" "08" "06" 84.5 "Holcus lanatus_37,5;Schedonorus arundinaceus_3;Trifolium repens_20;Solanum villosum_10;Plantago lanceolata_0,5;Poa trivialis_10;Lolium perenne_3;Cynodon dactylon_0,5" "43.58020556,4.66368333" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_G05" 25.15 "22_CAM_08" 95 5 0 5
"149" "22_CAM_050100" 1 10 "22" "05" "01" 58 "Parapholis filiformis_20;Halimione portulacoides_20;Trifolium squamosum_10;Cerastium semidecandrum_0,5;Crepis vesicaria subsp. taraxacifolia_3;Bellis annua_3;Medicago polymorpha_0,5;Cerastium pumilum_0,5;Lysimachia arvensis_0,5" "43.50468889,4.67098889" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_G09" 10.14 "22_CAM_05" 70 10 20 30
"150" "22_CAM_030400" 6 14 "22" "03" "04" 53.5 "Plantago lagopus_3;Bellis annua_3;Filago pygmaea_0,5;Brachypodium distachyon_37,5;Lysimachia arvensis_0,5;Sonchus oleraceus_0,5;Scorpiurus muricatus_0,5;Linum sp._3;Trifolium stellatum_0,5;Euphorbia exigua_0,5;Polygala monspeliaca_3;Avena barbata_0,5;Centaurium sp._0,5" "43.482928,4.678219" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_G11" 5.04 "22_CAM_03" 65 10 25 35
"151" "22_CAM_020500" 1 19 "22" "02" "05" 55 "Plantago lagopus_3;Carex divisa_3;Erodium cicutarium_10;Hedypnois rhagadioloides_3;Polycarpon tetraphyllum_0,5;Medicago polymorpha_0,5;Cynodon dactylon_0,5;Arenaria leptoclados_3;Trifolium scabrum_0,5;Poa bulbosa_10;Vulpia sp._0,5;Lobularia maritima_10;Crepis capillaris_0,5;Sonchus bulbosus_3;Lagurus ovatus_3;Hordeum murinum subsp. leporinum_3;Stellaria pallida_0,5;Bromus sp._0,5" "43.463715,4.66216" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-2_G12" 5.51 "22_CAM_02" 85 10 5 15
"152" "22_CAM_120100" 5 7 "22" "12" "01" 39.5 "Medicago marina_20;Rostraria pubescens_10;Crepis foetida_3;Bromus diandrus_0,5;Ammophila arenaria subsp. arundinacea_3;Medicago littoralis_3" "43.407154,4.59947" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-2_H01" 11.28 "22_CAM_12" 40 10 50 60
"153" "22_CAM_090500" 7 8 "22" "09" "05" 105 "Schedonorus arundinaceus_87,5;Holcus lanatus_10;Trifolium repens_3;Solanum villosum_0,5;Vicia sativa_3;Poa trivialis_0,5;Plantago lanceolata_0,5" "43.57918611,4.66345278" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_H04" 17.09 "22_CAM_09" 95 5 0 5
"154" "22_CAM_080700" 6 8 "22" "08" "07" 100.5 "Holcus lanatus_87,5;Schedonorus arundinaceus_3;Trifolium repens_0,5;Plantago lanceolata_3;Poa trivialis_0,5;Ranunculus acris_3;Taraxacum officinale gpe_3" "43.58020556,4.66368333" "Arles" "France" "Farmland meadow" "2022-05-12" "EDGGB-2_H05" 11.68 "22_CAM_08" 95 5 0 5
"155" "22_CAM_070800" 2 10 "22" "07" "08" 58.5 "Plantago coronopus_37,5;Parapholis filiformis_0,5;Lotus glaber_10;Centaurium sp._3;Hainardia cylindrica_0,5;Juncus gerardi_3;Agrostis stolonifera_3;Bupleurum semicompositum_0,5;Medicago polymorpha_0,5" "43.459028,4.660798" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_H06" 8.67 "22_CAM_07" 75 0 25 25
"156" "22_CAM_060900" 2 13 "22" "06" "09" 79.5 "Parapholis incurva_0,5;Parapholis filiformis_20;Halimione portulacoides_37,5;Torilis nodosa subsp. nodosa_0,5;Bellis annua_3;Catapodium rigidum_10;Sherardia arvensis_0,5;Elytrigia acuta_3;Bupleurum semicompositum_0,5;Limonium narbonense_3;Sonchus bulbosus_0,5;Trifolium campestre_0,5" "43.484647,4.683941" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_H07" 14.07 "22_CAM_06" 85 10 5 15
"157" "22_CAM_060100" 1 9 "22" "06" "01" 115.5 "Parapholis incurva_20;Parapholis filiformis_3;Halimione portulacoides_87,5;Torilis nodosa subsp. nodosa_3;Polygonum maritimum_0,5;Bellis annua_0,5;Catapodium rigidum_0,5;Sherardia arvensis_0,5" "43.484647,4.683941" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_H08" 18.93 "22_CAM_06" 95 5 0 5
"158" "22_CAM_050200" 2 7 "22" "05" "02" 61.5 "Parapholis filiformis_37,5;Halimione portulacoides_10;Bellis annua_0,5;Limonium narbonense_10;Puccinellia festuciformis_3;Sagina maritima_0,5" "43.50468889,4.67098889" "Arles" "France" "Mediterranean salt grassland" "2022-05-11" "EDGGB-2_H09" 5.84 "22_CAM_05" 60 20 20 40
"159" "22_CAM_040300" 6 29 "22" "04" "03" 77 "Dactylis glomerata_20;Lysimachia arvensis_0,5;Sherardia arvensis_0,5;Trifolium stellatum_3;Euphorbia exigua_3;Lysimachia linum-stellatum_0,5;Medicago polymorpha_0,5;Scorpiurus muricatus_10;Hedypnois rhagadioloides_3;Plantago lagopus_10;Bellis annua_0,5;Catapodium rigidum_0,5;Crepis vesicaria subsp. taraxacifolia_10;Filago pygmaea_0,5;Galium murale_0,5;Filago sp._0,5;Brachypodium distachyon_3;Linum sp._3;Erodium cicutarium_3;Hippocrepis biflora_0,5;Crepis sancta_0,5;Urospermum picroides_0,5;Cuscuta sp._0,5;Vulpia unilateralis_0,5;Parapholis incurva_0,5;Euphorbia falcata_0,5;Trifolium lappaceum_0,5;Bupleurum semicompositum_0,5" "43.483346,4.67912" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_H10" 8.88 "22_CAM_04" 75 5 20 25
"160" "22_CAM_030500" 1 17 "22" "03" "05" 35 "Brachypodium distachyon_3;Lysimachia arvensis_0,5;Scorpiurus muricatus_3;Linum sp._10;Euphorbia exigua_0,5;Sideritis romana_3;Lysimachia linum-stellatum_3;Brachypodium phoenicoides_3;Galium murale_0,5;Trifolium lappaceum_0,5;Sherardia arvensis_0,5;Leontodon sp._3;Filago sp._0,5;Carduus tenuiflorus_3;Asparagus acutifolius_0,5;Elytrigia sp._0,5" "43.482928,4.678219" "Arles" "France" "Mediterranean grassland annuals" "2022-04-25" "EDGGB-2_H11" 7.75 "22_CAM_03" 40 10 50 60
"161" "22_CAM_020600" 6 11 "22" "02" "06" 81.5 "Plantago lagopus_10;Carex divisa_3;Erodium cicutarium_62,5;Sabulina mediterranea_0,5;Arenaria leptoclados_0,5;Trifolium scabrum_0,5;Poa bulbosa_3;Medicago littoralis_0,5;Trifolium campestre_0,5;Medicago minima_0,5" "43.463715,4.66216" "Arles" "France" "Mediterranean grassland annuals" "2022-04-14" "EDGGB-2_H12" 13.35 "22_CAM_02" 90 10 0 10
"162" "22_CAM_200700" 1 6 "22" "20" "07" 71 "Aeluropus littoralis_37,5;Polygonum maritimum_0,5;Juncus gerardi_10;Alopecurus bulbosus_3;Limonium narbonense_20" "43.494012,4.676166" "Arles" "France" "Mediterranean salt grassland" "2022-06-03" "EDGGB-3_A02" 16.05 "22_CAM_20" 85 10 5 15
"163" "22_CAM_190900" 2 7 "22" "19" "09" 62 "Plantago coronopus_37,5;Hordeum marinum_20;Elytrigia acuta_3;Hainardia cylindrica_0,5;Atriplex prostrata_0,5;Lythrum hyssopifolia_0,5" "43.484,4.705635" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_A03" 5.38 "22_CAM_19" 50 30 20 50
"164" "22_CAM_190100" 1 5 "22" "19" "01" 40.5 "Plantago coronopus_20;Hordeum marinum_10;Elytrigia acuta_10;Hainardia cylindrica_0,5" "43.484,4.705635" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_A04" 5.09 "22_CAM_19" 50 30 20 50
"165" "22_CAM_180200" 5 4 "22" "18" "02" 38.5 "Hordeum marinum_0,5;Plantago coronopus_37,5;Atriplex prostrata_0,5" "43.489046,4.703325" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_A05" 7.7 "22_CAM_18" 30 30 40 70
"166" "22_CAM_140600" 1 6 "22" "14" "06" 24 "Rostraria pubescens_3;Crepis foetida_10;Ammophila arenaria subsp. arundinacea_0,5;Bromus diandrus_10;Lagurus ovatus_0,5" "43.402645,4.600448" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_A09" 5.3 "22_CAM_14" 15 15 70 85
"167" "22_CAM_130800" 1 4 "22" "13" "08" 20.5 "Malcolmia littorea_10;Rostraria pubescens_0,5;Crepis foetida_10" "43.406958,4.599173" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_A10" 2.34 "22_CAM_13" 15 20 65 85
"168" "22_CAM_190200" 1 5 "22" "19" "02" 44 "Plantago coronopus_37,5;Hordeum marinum_3;Elytrigia acuta_3;Hainardia cylindrica_0,5" "43.484,4.705635" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_B04" 7.79 "22_CAM_19" 60 25 15 40
"169" "22_CAM_180300" 7 9 "22" "18" "03" 110.5 "Hordeum marinum_3;Plantago coronopus_3;Lotus glaber_10;Hainardia cylindrica_3;Aster maritimus_0,5;Atriplex prostrata_0,5;Trifolium fragiferum_87,5;Trifolium squamosum_3" "43.489046,4.703325" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_B05" 11.5 "22_CAM_18" 85 5 10 15
"170" "22_CAM_130900" 2 5 "22" "13" "09" 53.5 "Ammophila arenaria subsp. arundinacea_37,5;Medicago littoralis_10;Rostraria pubescens_3;Crepis foetida_3" "43.406958,4.599173" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_B10" 40.9 "22_CAM_13" 50 10 40 50
"171" "22_CAM_130100" 4 5 "22" "13" "01" 29 "Malcolmia littorea_20;Bromus diandrus_3;Ammophila arenaria subsp. arundinacea_3;Medicago littoralis_3" "43.406958,4.599173" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_B11" 10.39 "22_CAM_13" 20 50 30 80
"172" "22_CAM_200100" 1 8 "22" "20" "01" 93 "Aeluropus littoralis_87,5;Polygonum maritimum_3;Juncus gerardi_0,5;Alopecurus bulbosus_0,5;Myosurus minimus_0,5;Atriplex prostrata_0,5;Eleocharis palustris_0,5" "43.494012,4.676166" "Arles" "France" "Mediterranean salt grassland" "2022-06-03" "EDGGB-3_C03" 14.06 "22_CAM_20" 80 5 15 20
"173" "22_CAM_190300" 2 6 "22" "19" "03" 34 "Plantago coronopus_10;Hordeum marinum_0,5;Elytrigia acuta_20;Hainardia cylindrica_0,5;Trifolium squamosum_3" "43.484,4.705635" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_C04" 4.31 "22_CAM_19" 30 30 40 70
"174" "22_CAM_180400" 5 5 "22" "18" "04" 43.5 "Hordeum marinum_20;Lotus glaber_20;Hainardia cylindrica_3;Helminthotheca echioides_0,5" "43.489046,4.703325" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_C05" 6.97 "22_CAM_18" 40 50 10 60
"175" "22_CAM_150700" 1 6 "22" "15" "07" 27 "Limonium narbonense_20;Puccinellia festuciformis_0,5;Salicornia alpini_3;Suaeda spicata_0,5;Salicornia sp._3" "43.401518,4.601142" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_C08" 5.86 "22_CAM_15" 25 25 50 75
"176" "22_CAM_120300" 1 6 "22" "12" "03" 29.5 "Rostraria pubescens_0,5;Bromus diandrus_3;Medicago littoralis_3;Helichrysum stoechas_3;Elytrigia juncea subsp. juncea_20" "43.407154,4.59947" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_C12" 16.54 "22_CAM_12" 30 60 10 70
"177" "22_CAM_210100" 1 3 "22" "21" "01" 63 "Aeluropus littoralis_62,5;Atriplex prostrata_0,5" "43.494126,4.674939" "Arles" "France" "Mediterranean salt grassland" "2022-06-03" "EDGGB-3_D02" 16.9 "22_CAM_21" 55 0 45 45
"178" "22_CAM_190400" 1 6 "22" "19" "04" 89.5 "Plantago coronopus_87,5;Hordeum marinum_0,5;Hainardia cylindrica_0,5;Polygonum aviculare_0,5;Aster maritimus_0,5" "43.484,4.705635" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_D04" 14.88 "22_CAM_19" 90 5 5 10
"179" "22_CAM_180500" 2 6 "22" "18" "05" 36.5 "Hordeum marinum_10;Plantago coronopus_0,5;Lotus glaber_3;Hainardia cylindrica_3;Aster maritimus_20" "43.489046,4.703325" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_D05" 7.12 "22_CAM_18" 35 45 20 65
"180" "22_CAM_140900" 2 4 "22" "14" "09" 20.5 "Ammophila arenaria subsp. arundinacea_10;Bromus diandrus_0,5;Sporobolus pungens_10" "43.402645,4.600448" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_D09" 9.93 "22_CAM_14" 20 60 20 80
"181" "22_CAM_140200" 7 6 "22" "14" "02" 74 "Rostraria pubescens_0,5;Ammophila arenaria subsp. arundinacea_62,5;Bromus diandrus_0,5;Malcolmia littorea_10;Lagurus ovatus_0,5" "43.402645,4.600448" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_D10" 16.62 "22_CAM_14" 60 20 20 40
"182" "22_CAM_130300" 4 5 "22" "13" "03" 16.5 "Malcolmia littorea_0,5;Bromus diandrus_3;Medicago littoralis_10;Rostraria pubescens_3" "43.406958,4.599173" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_D11" 5.12 "22_CAM_13" 20 15 65 80
"183" "22_CAM_190500" 1 7 "22" "19" "05" 64.5 "Plantago coronopus_3;Hordeum marinum_20;Elytrigia acuta_37,5;Hainardia cylindrica_3;Lolium rigidum_0,5;Lotus glaber_0,5" "43.484,4.705635" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_E04" 4.86 "22_CAM_19" 50 20 30 50
"184" "22_CAM_180600" 3 7 "22" "18" "06" 40 "Hordeum marinum_0,5;Plantago coronopus_37,5;Lotus glaber_0,5;Aster maritimus_0,5;Atriplex prostrata_0,5;Polygonum aviculare_0,5" "43.489046,4.703325" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_E05" 7.74 "22_CAM_18" 40 40 20 60
"185" "22_CAM_140300" 12 2 "22" "14" "03" 3 "Crepis foetida_3" "43.402645,4.600448" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_E10" 0.87 "22_CAM_14" 5 15 80 95
"186" "22_CAM_190600" 3 5 "22" "19" "06" 29 "Plantago coronopus_20;Hordeum marinum_3;Elytrigia acuta_3;Hainardia cylindrica_3" "43.484,4.705635" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_F04" 7.64 "22_CAM_19" 35 30 35 65
"187" "22_CAM_180700" 2 7 "22" "18" "07" 34.5 "Hordeum marinum_0,5;Plantago coronopus_20;Lotus glaber_0,5;Hainardia cylindrica_10;Aster maritimus_3;Podospermum laciniatum_0,5" "43.489046,4.703325" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_F05" 7.05 "22_CAM_18" 30 20 50 70
