"Grid_code" "Centaurium tenuiflorum subsp. acutiflorum" "Parapholis filiformis" "Trifolium squamosum" "Limonium narbonense" "Inula britannica" "Hordeum secalinum" "Bupleurum tenuissimum" "Leontodon saxatilis" "Gastridium ventricosum" "Lotus jordanii" "Elytrigia sp." "Hedypnois rhagadioloides" "Plantago coronopus" "Trifolium lappaceum" "Trifolium campestre" "Blackstonia acuminata" "Oenanthe sp." "Galium palustre" "Cynodon dactylon" "Carex divisa" "Juncus gerardi" "Sonchus sp." "Lactuca saligna" "Lotus glaber" "Podospermum laciniatum" "Trifolium resupinatum" "Cuscuta sp." "Linum usitatissimum subsp. angustifolium" "Bromus hordeaceus" "Bupleurum semicompositum" "Melilotus indicus" "Aeluropus littoralis" "Lysimachia arvensis" "Trifolium nigrescens" "Medicago polymorpha" "Atriplex prostrata" "Bellis annua" "Aster squamatus" "Trifolium tomentosum" "Juncus maritimus" "Crepis pulchra" "Polygonum aviculare" "Brachypodium phoenicoides" "Aristolochia rotunda" "Iris reichenbachiana" "Ranunculus bulbosus" "Sherardia arvensis" "Dactylis glomerata subsp. hispanica" "Torilis nodosa subsp. nodosa" "Geranium dissectum" "Galium spurium" "Halimione portulacoides" "Dactylis glomerata" "Phillyrea angustifolia" "Plantago lanceolata" "Convolvulus arvensis" "Poa trivialis" "Geranium molle" "Gramineae sp." "Daucus carota" "Poa pratensis" "Lolium perenne" "Trifolium pratense" "Holcus lanatus" "Trifolium repens" "Cuscuta campestris" "Sonchus oleraceus" "Veronica arvensis" "Galium aparine" "Helminthotheca echioides" "Ranunculus acris" "Vicia sativa" "Potentilla reptans" "Leontodon sp." "Plantago lagopus" "Euphorbia exigua" "Filago pygmaea" "Erodium cicutarium" "Crepis capillaris" "Galium murale" "Brachypodium distachyon" "Crepis sancta" "Euphorbia falcata" "Centaurium sp." "Hypochaeris glabra" "Cerastium pumilum" "Plantago bellardii" "Catapodium rigidum" "Trifolium sp." "Poa bulbosa" "Lobularia maritima" "Arenaria leptoclados" "Crepis vesicaria subsp. taraxacifolia" "Lysimachia linum-stellatum" "Vulpia ciliata subsp. ciliata" "Galium parisiense" "Trifolium scabrum" "Cerastium semidecandrum" "Medicago monspeliaca" "Sonchus bulbosus" "Trifolium suffocatum" "Scolymus hispanicus" "Salvia verbenaca subsp. clandestina" "Erigeron sp." "Sabulina tenuifolia" "Filago pyramidata" "Trigonella esculenta" "Polycarpon tetraphyllum" "Lagurus ovatus" "Elytrigia acuta" "Valantia muralis" "Limonium virgatum" "Parapholis incurva" "Blackstonia sp." "Bromus diandrus" "Medicago littoralis" "Medicago minima" "Bromus madritensis" "Rostraria pubescens" "Vulpia sp." "Phleum arenarium" "Hordeum marinum" "Juncus subulatus" "Salicornia europaea" "Bolboschoenus maritimus" "Phragmites australis" "Paspalum distichum" "Polypogon monspeliensis" "Asteraceae sp." "Puccinellia festuciformis" "Ranunculus peltatus subsp. peltatus" "Spergularia sp." "Schedonorus arundinaceus" "Polypogon sp." "Aster maritimus" "Carex otrubae" "Suaeda splendens" "Suaeda spicata" "Paspalum dilatatum" "Schedonorus pratensis" "Tragopogon sp." "Solanum villosum" "Agrostis stolonifera" "Trifolium fragiferum" "Ulmus minor" "Agrimonia eupatoria" "Amaranthaceae sp." "Ranunculus sardous" "Elytrigia campestris" "Ervum gracile" "Avena barbata" "Avena sterilis" "Festuca sp." "Lathyrus hirsutus" "Bromus lanceolatus" "Scabiosa atropurpurea" "Scorpiurus muricatus" "Linum strictum" "Hippocrepis biflora" "Blackstonia perfoliata subsp. perfoliata" "Artemisia campestris subsp. glutinosa" "Helichrysum stoechas" "Silene italica" "Sporobolus pungens" "Vulpia fasciculata" "Malcolmia littorea" "Carex extensa" "Limbarda crithmoides" "Spartina patens" "Sonchus maritimus" "Pinus pinea" "Schoenus nigricans" "Medicago arabica" "Filago sp." "Sabulina mediterranea" "Stellaria pallida" "Rumex pulcher" "Draba verna" "Medicago truncatula" "Senecio vulgaris subsp. vulgaris" "Ajuga iva" "Romulea ramiflora" "Herniaria cinerea" "Hordeum murinum subsp. leporinum" "Carduus tenuiflorus" "Centaurea melitensis" "Sagina apetala" "Neatostema apulum" "Bromus sp." "Allium polyanthum" "Bromus rubens" "Taraxacum sp." "Linum sp." "Trifolium stellatum" "Polygala monspeliaca" "Sideritis romana" "Vulpia unilateralis" "Parapholis sp." "Muscari neglectum" "Crepis sp." "Rostraria cristata" "Asparagus acutifolius" "Lolium rigidum" "Hypochaeris sp." "Pallenis spinosa" "Hordeum murinum" "Muscari comosum" "Carduus sp." "Urospermum picroides" "Cerastium glomeratum" "Sagina maritima" "Hornungia procumbens" "Polygonum maritimum" "Hainardia cylindrica" "Rubus ulmifolius" "Limonium girardianum" "Alopecurus bulbosus" "Prunus spinosa" "Tragopogon pratensis subsp. orientalis" "Taraxacum officinale gpe" "Galium mollugo" "Rumex crispus" "Picris hieracioides subsp. hieracioides" "Lathyrus setifolius" "Eleocharis palustris" "Plantago major" "Medicago marina" "Crepis foetida" "Ammophila arenaria subsp. arundinacea" "Elytrigia juncea subsp. juncea" "Anthemis maritima" "Salicornia alpini" "Salicornia fruticosa" "Salicornia sp." "Arthrocaulon macrostachyum" "Juncus bufonius gpe" "Myosurus minimus" "Spergularia bocconei" "Lythrum hyssopifolia"
"21_CAM_06" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 250 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 146 0 2 25 29 0 0 0 0 0 3 9 67 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_CAM_07" 0 0 0 40 0 0 0 0 0 0 167 0 129 0 0 0 0 0 0 0 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 278 0 16 0 0 0 0 0 0 0 0 0 0 1 0 272 123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_CAM_08" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 220 0 20 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1375 0 0 0 0 0 36 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_CAM_09" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 42 91 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1525 0 0 0 0 0 43 0 44 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_CAM_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 105 0 0 670 0 47 1 0 0 0 7 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 805 0 0 0 0 0 1 0 0 0 131 1 125 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_CAM_11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 210 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 940 0 24 46 0 0 0 0 0 0 0 46 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_CAM_12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 1 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_CAM_13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 86 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_CAM_16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 80 475 282 26 6 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_CAM_17" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 128 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 7 6 12 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_CAM_18" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 330 136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_01" 0 0 0 0 0 0 0 1 0 0 7 0 1 0 4 0 0 0 19 173 0 0 0 0 0 0 0 0 0 7 0 0 4 0 7 0 0 0 8 0 0 0 0 0 0 0 9 12 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 273 0 0 335 35 1 0 0 0 0 21 0 1 5 0 38 2 8 18 0 1 0 11 8 7 15 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 6 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 4 3 6 7 6 1 1 1 1 12 1 13 2 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_02" 0 0 0 0 0 0 0 0 0 0 0 52 1 0 11 0 0 0 7 302 0 0 0 0 0 0 0 0 1 1 0 0 0 0 17 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 158 0 0 332 9 1 0 0 0 0 33 0 0 1 0 81 52 29 6 0 0 0 14 17 7 28 1 0 0 0 0 0 0 5 6 0 0 0 0 0 0 13 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 3 0 2 0 0 1 6 0 6 0 0 0 0 2 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_03" 0 2 0 0 0 0 0 0 0 0 166 52 0 10 8 0 0 0 13 7 0 0 0 0 0 0 0 0 0 0 6 0 13 0 13 0 85 0 0 0 0 0 46 0 0 0 7 0 1 0 0 1 47 0 0 0 0 1 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 7 132 11 16 10 0 3 383 8 0 3 0 0 0 2 0 1 0 0 27 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 52 21 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 20 0 0 0 0 0 12 0 0 0 0 0 1 6 49 29 14 27 2 1 2 2 2 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_04" 0 1 0 0 0 0 0 0 0 0 22 36 0 8 4 0 0 0 15 12 0 0 0 0 3 0 4 0 0 2 1 0 26 0 3 0 8 0 0 0 0 0 13 0 0 0 23 0 48 0 0 40 226 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 45 11 10 10 0 7 215 9 1 1 0 1 0 9 0 6 0 0 46 9 1 0 34 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 4 1 0 0 0 18 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 85 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 7 0 0 0 0 0 0 13 0 0 0 0 0 0 16 19 9 2 3 1 0 0 10 0 0 0 0 7 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_05" 0 421 20 147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 8 0 49 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 13 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_06" 0 78 0 127 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 15 0 0 8 0 3 0 34 0 0 0 0 0 0 0 0 0 2 0 15 0 0 905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 32 0 9 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 71 0 0 284 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_07" 0 55 0 0 0 0 0 243 0 0 6 0 288 0 0 0 0 0 33 1 27 0 0 193 0 0 0 0 0 5 0 0 9 0 1 0 3 0 0 0 0 0 175 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 162 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 63 1 1 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_08" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 45 0 0 0 0 6 9 715 59 0 0 0 0 46 12 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 492 0 0 0 0 0 6 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_09" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81 0 7 0 0 0 13 0 98 321 32 0 0 0 0 1 8 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1090 0 0 0 0 0 30 0 0 154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_10" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 195 0 0 0 0 99 0 11 0 0 91 0 0 0 0 0 7 0 0 0 0 0 0 1 75 0 0 46 0 0 0 0 0 0 0 0 118 23 22 0 0 155 0 0 139 0 0 1 0 1 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 349 0 0 0 0 0 6 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_11" 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 29 0 0 20 0 845 0 0 0 0 0 0 0 0 0 0 0 153 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 211 0 0 6 0 0 0 0 0 0 86 0 0 0 0 303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_CAM_12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 73 0 0 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 48 6 86 0 0 0 0 0 0 0 0 0
