"Host_code" "Grid_code" "quadra_A" "quadra_B" "dist"
"887" "20_REU_050400" "20_REU_05" 4 6 10.4651803615609
"888" "20_REU_050400" "20_REU_05" 4 7 7.77946013551069
"889" "20_REU_050400" "20_REU_05" 4 8 3.39411254969543
"890" "20_REU_050400" "20_REU_05" 4 9 6.92964645562817
"891" "20_REU_050500" "20_REU_05" 5 6 5
"892" "20_REU_050500" "20_REU_05" 5 7 7.07106781186548
"893" "20_REU_050500" "20_REU_05" 5 8 5
"894" "20_REU_050500" "20_REU_05" 5 9 3.53553390593274
"895" "20_REU_050600" "20_REU_05" 6 7 5
"896" "20_REU_050600" "20_REU_05" 6 8 7.07106781186548
"897" "20_REU_050600" "20_REU_05" 6 9 3.53553390593274
"898" "20_REU_050700" "20_REU_05" 7 8 5
"899" "20_REU_050700" "20_REU_05" 7 9 3.53553390593274
"900" "20_REU_050800" "20_REU_05" 8 9 3.53553390593274
"901" "20_REU_060100" "20_REU_06" 1 2 9.8
"902" "20_REU_060100" "20_REU_06" 1 3 13.8592929112563
"903" "20_REU_060100" "20_REU_06" 1 4 9.8
"904" "20_REU_060100" "20_REU_06" 1 5 3.39411254969543
"905" "20_REU_060100" "20_REU_06" 1 6 7.77946013551069
"906" "20_REU_060100" "20_REU_06" 1 7 10.4651803615609
"907" "20_REU_060100" "20_REU_06" 1 8 7.77946013551069
"908" "20_REU_060100" "20_REU_06" 1 9 6.92964645562817
"909" "20_REU_060200" "20_REU_06" 2 3 9.8
"910" "20_REU_060200" "20_REU_06" 2 4 13.8592929112563
"911" "20_REU_060200" "20_REU_06" 2 5 7.77946013551069
"912" "20_REU_060200" "20_REU_06" 2 6 3.39411254969543
"913" "20_REU_060200" "20_REU_06" 2 7 7.77946013551069
"914" "20_REU_060200" "20_REU_06" 2 8 10.4651803615609
"915" "20_REU_060200" "20_REU_06" 2 9 6.92964645562817
"916" "20_REU_060300" "20_REU_06" 3 4 9.8
"917" "20_REU_060300" "20_REU_06" 3 5 10.4651803615609
"918" "20_REU_060300" "20_REU_06" 3 6 7.77946013551069
"919" "20_REU_060300" "20_REU_06" 3 7 3.39411254969543
"920" "20_REU_060300" "20_REU_06" 3 8 7.77946013551069
"921" "20_REU_060300" "20_REU_06" 3 9 6.92964645562817
"922" "20_REU_060400" "20_REU_06" 4 5 7.77946013551069
"923" "20_REU_060400" "20_REU_06" 4 6 10.4651803615609
"924" "20_REU_060400" "20_REU_06" 4 7 7.77946013551069
"925" "20_REU_060400" "20_REU_06" 4 8 3.39411254969543
"926" "20_REU_060400" "20_REU_06" 4 9 6.92964645562817
"927" "20_REU_060500" "20_REU_06" 5 6 5
"928" "20_REU_060500" "20_REU_06" 5 7 7.07106781186548
"929" "20_REU_060500" "20_REU_06" 5 8 5
"930" "20_REU_060500" "20_REU_06" 5 9 3.53553390593274
"931" "20_REU_060600" "20_REU_06" 6 7 5
"932" "20_REU_060600" "20_REU_06" 6 8 7.07106781186548
"933" "20_REU_060600" "20_REU_06" 6 9 3.53553390593274
"934" "20_REU_060700" "20_REU_06" 7 8 5
"935" "20_REU_060700" "20_REU_06" 7 9 3.53553390593274
"936" "20_REU_060800" "20_REU_06" 8 9 3.53553390593274
"937" "20_REU_070100" "20_REU_07" 1 2 9.8
"938" "20_REU_070100" "20_REU_07" 1 3 13.8592929112563
"939" "20_REU_070100" "20_REU_07" 1 4 9.8
"940" "20_REU_070100" "20_REU_07" 1 5 3.39411254969543
"941" "20_REU_070100" "20_REU_07" 1 6 7.77946013551069
"942" "20_REU_070100" "20_REU_07" 1 7 10.4651803615609
"943" "20_REU_070100" "20_REU_07" 1 8 7.77946013551069
"944" "20_REU_070100" "20_REU_07" 1 9 6.92964645562817
"945" "20_REU_070200" "20_REU_07" 2 3 9.8
"946" "20_REU_070200" "20_REU_07" 2 4 13.8592929112563
"947" "20_REU_070200" "20_REU_07" 2 5 7.77946013551069
"948" "20_REU_070200" "20_REU_07" 2 6 3.39411254969543
"949" "20_REU_070200" "20_REU_07" 2 7 7.77946013551069
"950" "20_REU_070200" "20_REU_07" 2 8 10.4651803615609
"951" "20_REU_070200" "20_REU_07" 2 9 6.92964645562817
"952" "20_REU_070300" "20_REU_07" 3 4 9.8
"953" "20_REU_070300" "20_REU_07" 3 5 10.4651803615609
"954" "20_REU_070300" "20_REU_07" 3 6 7.77946013551069
"955" "20_REU_070300" "20_REU_07" 3 7 3.39411254969543
"956" "20_REU_070300" "20_REU_07" 3 8 7.77946013551069
"957" "20_REU_070300" "20_REU_07" 3 9 6.92964645562817
"958" "20_REU_070400" "20_REU_07" 4 5 7.77946013551069
"959" "20_REU_070400" "20_REU_07" 4 6 10.4651803615609
"960" "20_REU_070400" "20_REU_07" 4 7 7.77946013551069
"961" "20_REU_070400" "20_REU_07" 4 8 3.39411254969543
"962" "20_REU_070400" "20_REU_07" 4 9 6.92964645562817
"963" "20_REU_070500" "20_REU_07" 5 6 5
"964" "20_REU_070500" "20_REU_07" 5 7 7.07106781186548
"965" "20_REU_070500" "20_REU_07" 5 8 5
"966" "20_REU_070500" "20_REU_07" 5 9 3.53553390593274
"967" "20_REU_070600" "20_REU_07" 6 7 5
"968" "20_REU_070600" "20_REU_07" 6 8 7.07106781186548
"969" "20_REU_070600" "20_REU_07" 6 9 3.53553390593274
"970" "20_REU_070700" "20_REU_07" 7 8 5
"971" "20_REU_070700" "20_REU_07" 7 9 3.53553390593274
"972" "20_REU_070800" "20_REU_07" 8 9 3.53553390593274
"973" "21_ANG_010100" "21_ANG_01" 1 2 9.8
"974" "21_ANG_010100" "21_ANG_01" 1 3 13.8592929112563
"975" "21_ANG_010100" "21_ANG_01" 1 4 9.8
"976" "21_ANG_010100" "21_ANG_01" 1 5 3.39411254969543
"977" "21_ANG_010100" "21_ANG_01" 1 6 7.77946013551069
"978" "21_ANG_010100" "21_ANG_01" 1 7 10.4651803615609
"979" "21_ANG_010100" "21_ANG_01" 1 8 7.77946013551069
"980" "21_ANG_010100" "21_ANG_01" 1 9 6.92964645562817
"981" "21_ANG_010200" "21_ANG_01" 2 3 9.8
"982" "21_ANG_010200" "21_ANG_01" 2 4 13.8592929112563
"983" "21_ANG_010200" "21_ANG_01" 2 5 7.77946013551069
"984" "21_ANG_010200" "21_ANG_01" 2 6 3.39411254969543
"985" "21_ANG_010200" "21_ANG_01" 2 7 7.77946013551069
"986" "21_ANG_010200" "21_ANG_01" 2 8 10.4651803615609
"987" "21_ANG_010200" "21_ANG_01" 2 9 6.92964645562817
"988" "21_ANG_010300" "21_ANG_01" 3 4 9.8
"989" "21_ANG_010300" "21_ANG_01" 3 5 10.4651803615609
"990" "21_ANG_010300" "21_ANG_01" 3 6 7.77946013551069
"991" "21_ANG_010300" "21_ANG_01" 3 7 3.39411254969543
"992" "21_ANG_010300" "21_ANG_01" 3 8 7.77946013551069
"993" "21_ANG_010300" "21_ANG_01" 3 9 6.92964645562817
"994" "21_ANG_010400" "21_ANG_01" 4 5 7.77946013551069
"995" "21_ANG_010400" "21_ANG_01" 4 6 10.4651803615609
"996" "21_ANG_010400" "21_ANG_01" 4 7 7.77946013551069
"997" "21_ANG_010400" "21_ANG_01" 4 8 3.39411254969543
"998" "21_ANG_010400" "21_ANG_01" 4 9 6.92964645562817
"999" "21_ANG_010500" "21_ANG_01" 5 6 5
"1000" "21_ANG_010500" "21_ANG_01" 5 7 7.07106781186548
"1001" "21_ANG_010500" "21_ANG_01" 5 8 5
"1002" "21_ANG_010500" "21_ANG_01" 5 9 3.53553390593274
"1003" "21_ANG_010600" "21_ANG_01" 6 7 5
"1004" "21_ANG_010600" "21_ANG_01" 6 8 7.07106781186548
"1005" "21_ANG_010600" "21_ANG_01" 6 9 3.53553390593274
"1006" "21_ANG_010700" "21_ANG_01" 7 8 5
"1007" "21_ANG_010700" "21_ANG_01" 7 9 3.53553390593274
"1008" "21_ANG_010800" "21_ANG_01" 8 9 3.53553390593274
"1009" "21_ANG_020100" "21_ANG_02" 1 2 9.8
"1010" "21_ANG_020100" "21_ANG_02" 1 3 13.8592929112563
"1011" "21_ANG_020100" "21_ANG_02" 1 4 9.8
"1012" "21_ANG_020100" "21_ANG_02" 1 5 3.39411254969543
"1013" "21_ANG_020100" "21_ANG_02" 1 6 7.77946013551069
"1014" "21_ANG_020100" "21_ANG_02" 1 7 10.4651803615609
"1015" "21_ANG_020100" "21_ANG_02" 1 8 7.77946013551069
"1016" "21_ANG_020100" "21_ANG_02" 1 9 6.92964645562817
"1017" "21_ANG_020200" "21_ANG_02" 2 3 9.8
"1018" "21_ANG_020200" "21_ANG_02" 2 4 13.8592929112563
"1019" "21_ANG_020200" "21_ANG_02" 2 5 7.77946013551069
"1020" "21_ANG_020200" "21_ANG_02" 2 6 3.39411254969543
"1021" "21_ANG_020200" "21_ANG_02" 2 7 7.77946013551069
"1022" "21_ANG_020200" "21_ANG_02" 2 8 10.4651803615609
"1023" "21_ANG_020200" "21_ANG_02" 2 9 6.92964645562817
"1024" "21_ANG_020300" "21_ANG_02" 3 4 9.8
"1025" "21_ANG_020300" "21_ANG_02" 3 5 10.4651803615609
"1026" "21_ANG_020300" "21_ANG_02" 3 6 7.77946013551069
"1027" "21_ANG_020300" "21_ANG_02" 3 7 3.39411254969543
"1028" "21_ANG_020300" "21_ANG_02" 3 8 7.77946013551069
"1029" "21_ANG_020300" "21_ANG_02" 3 9 6.92964645562817
"1030" "21_ANG_020400" "21_ANG_02" 4 5 7.77946013551069
"1031" "21_ANG_020400" "21_ANG_02" 4 6 10.4651803615609
"1032" "21_ANG_020400" "21_ANG_02" 4 7 7.77946013551069
"1033" "21_ANG_020400" "21_ANG_02" 4 8 3.39411254969543
"1034" "21_ANG_020400" "21_ANG_02" 4 9 6.92964645562817
"1035" "21_ANG_020500" "21_ANG_02" 5 6 5
"1036" "21_ANG_020500" "21_ANG_02" 5 7 7.07106781186548
"1037" "21_ANG_020500" "21_ANG_02" 5 8 5
"1038" "21_ANG_020500" "21_ANG_02" 5 9 3.53553390593274
"1039" "21_ANG_020600" "21_ANG_02" 6 7 5
"1040" "21_ANG_020600" "21_ANG_02" 6 8 7.07106781186548
"1041" "21_ANG_020600" "21_ANG_02" 6 9 3.53553390593274
"1042" "21_ANG_020700" "21_ANG_02" 7 8 5
"1043" "21_ANG_020700" "21_ANG_02" 7 9 3.53553390593274
"1044" "21_ANG_020800" "21_ANG_02" 8 9 3.53553390593274
"1045" "21_ANG_030100" "21_ANG_03" 1 2 9.8
"1046" "21_ANG_030100" "21_ANG_03" 1 3 13.8592929112563
"1047" "21_ANG_030100" "21_ANG_03" 1 4 9.8
"1048" "21_ANG_030100" "21_ANG_03" 1 5 3.39411254969543
"1049" "21_ANG_030100" "21_ANG_03" 1 6 7.77946013551069
"1050" "21_ANG_030100" "21_ANG_03" 1 7 10.4651803615609
"1051" "21_ANG_030100" "21_ANG_03" 1 8 7.77946013551069
"1052" "21_ANG_030100" "21_ANG_03" 1 9 6.92964645562817
"1053" "21_ANG_030200" "21_ANG_03" 2 3 9.8
"1054" "21_ANG_030200" "21_ANG_03" 2 4 13.8592929112563
"1055" "21_ANG_030200" "21_ANG_03" 2 5 7.77946013551069
"1056" "21_ANG_030200" "21_ANG_03" 2 6 3.39411254969543
"1057" "21_ANG_030200" "21_ANG_03" 2 7 7.77946013551069
"1058" "21_ANG_030200" "21_ANG_03" 2 8 10.4651803615609
"1059" "21_ANG_030200" "21_ANG_03" 2 9 6.92964645562817
"1060" "21_ANG_030300" "21_ANG_03" 3 4 9.8
"1061" "21_ANG_030300" "21_ANG_03" 3 5 10.4651803615609
"1062" "21_ANG_030300" "21_ANG_03" 3 6 7.77946013551069
"1063" "21_ANG_030300" "21_ANG_03" 3 7 3.39411254969543
"1064" "21_ANG_030300" "21_ANG_03" 3 8 7.77946013551069
"1065" "21_ANG_030300" "21_ANG_03" 3 9 6.92964645562817
"1066" "21_ANG_030400" "21_ANG_03" 4 5 7.77946013551069
"1067" "21_ANG_030400" "21_ANG_03" 4 6 10.4651803615609
"1068" "21_ANG_030400" "21_ANG_03" 4 7 7.77946013551069
"1069" "21_ANG_030400" "21_ANG_03" 4 8 3.39411254969543
"1070" "21_ANG_030400" "21_ANG_03" 4 9 6.92964645562817
"1071" "21_ANG_030500" "21_ANG_03" 5 6 5
"1072" "21_ANG_030500" "21_ANG_03" 5 7 7.07106781186548
"1073" "21_ANG_030500" "21_ANG_03" 5 8 5
"1074" "21_ANG_030500" "21_ANG_03" 5 9 3.53553390593274
"1075" "21_ANG_030600" "21_ANG_03" 6 7 5
"1076" "21_ANG_030600" "21_ANG_03" 6 8 7.07106781186548
"1077" "21_ANG_030600" "21_ANG_03" 6 9 3.53553390593274
"1078" "21_ANG_030700" "21_ANG_03" 7 8 5
"1079" "21_ANG_030700" "21_ANG_03" 7 9 3.53553390593274
"1080" "21_ANG_030800" "21_ANG_03" 8 9 3.53553390593274
"1081" "21_ANG_040100" "21_ANG_04" 1 2 9.8
"1082" "21_ANG_040100" "21_ANG_04" 1 3 13.8592929112563
"1083" "21_ANG_040100" "21_ANG_04" 1 4 9.8
"1084" "21_ANG_040100" "21_ANG_04" 1 5 3.39411254969543
"1085" "21_ANG_040100" "21_ANG_04" 1 6 7.77946013551069
"1086" "21_ANG_040100" "21_ANG_04" 1 7 10.4651803615609
"1087" "21_ANG_040100" "21_ANG_04" 1 8 7.77946013551069
"1088" "21_ANG_040100" "21_ANG_04" 1 9 6.92964645562817
"1089" "21_ANG_040200" "21_ANG_04" 2 3 9.8
"1090" "21_ANG_040200" "21_ANG_04" 2 4 13.8592929112563
"1091" "21_ANG_040200" "21_ANG_04" 2 5 7.77946013551069
"1092" "21_ANG_040200" "21_ANG_04" 2 6 3.39411254969543
"1093" "21_ANG_040200" "21_ANG_04" 2 7 7.77946013551069
"1094" "21_ANG_040200" "21_ANG_04" 2 8 10.4651803615609
"1095" "21_ANG_040200" "21_ANG_04" 2 9 6.92964645562817
"1096" "21_ANG_040300" "21_ANG_04" 3 4 9.8
"1097" "21_ANG_040300" "21_ANG_04" 3 5 10.4651803615609
"1098" "21_ANG_040300" "21_ANG_04" 3 6 7.77946013551069
"1099" "21_ANG_040300" "21_ANG_04" 3 7 3.39411254969543
"1100" "21_ANG_040300" "21_ANG_04" 3 8 7.77946013551069
"1101" "21_ANG_040300" "21_ANG_04" 3 9 6.92964645562817
"1102" "21_ANG_040400" "21_ANG_04" 4 5 7.77946013551069
"1103" "21_ANG_040400" "21_ANG_04" 4 6 10.4651803615609
"1104" "21_ANG_040400" "21_ANG_04" 4 7 7.77946013551069
"1105" "21_ANG_040400" "21_ANG_04" 4 8 3.39411254969543
"1106" "21_ANG_040400" "21_ANG_04" 4 9 6.92964645562817
"1107" "21_ANG_040500" "21_ANG_04" 5 6 5
"1108" "21_ANG_040500" "21_ANG_04" 5 7 7.07106781186548
"1109" "21_ANG_040500" "21_ANG_04" 5 8 5
"1110" "21_ANG_040500" "21_ANG_04" 5 9 3.53553390593274
"1111" "21_ANG_040600" "21_ANG_04" 6 7 5
"1112" "21_ANG_040600" "21_ANG_04" 6 8 7.07106781186548
"1113" "21_ANG_040600" "21_ANG_04" 6 9 3.53553390593274
"1114" "21_ANG_040700" "21_ANG_04" 7 8 5
"1115" "21_ANG_040700" "21_ANG_04" 7 9 3.53553390593274
"1116" "21_ANG_040800" "21_ANG_04" 8 9 3.53553390593274
"1117" "21_ANG_050100" "21_ANG_05" 1 2 9.8
"1118" "21_ANG_050100" "21_ANG_05" 1 3 13.8592929112563
"1119" "21_ANG_050100" "21_ANG_05" 1 4 9.8
"1120" "21_ANG_050100" "21_ANG_05" 1 5 3.39411254969543
"1121" "21_ANG_050100" "21_ANG_05" 1 6 7.77946013551069
"1122" "21_ANG_050100" "21_ANG_05" 1 7 10.4651803615609
"1123" "21_ANG_050100" "21_ANG_05" 1 8 7.77946013551069
"1124" "21_ANG_050100" "21_ANG_05" 1 9 6.92964645562817
"1125" "21_ANG_050200" "21_ANG_05" 2 3 9.8
"1126" "21_ANG_050200" "21_ANG_05" 2 4 13.8592929112563
"1127" "21_ANG_050200" "21_ANG_05" 2 5 7.77946013551069
"1128" "21_ANG_050200" "21_ANG_05" 2 6 3.39411254969543
"1129" "21_ANG_050200" "21_ANG_05" 2 7 7.77946013551069
"1130" "21_ANG_050200" "21_ANG_05" 2 8 10.4651803615609
"1131" "21_ANG_050200" "21_ANG_05" 2 9 6.92964645562817
"1132" "21_ANG_050300" "21_ANG_05" 3 4 9.8
"1133" "21_ANG_050300" "21_ANG_05" 3 5 10.4651803615609
"1134" "21_ANG_050300" "21_ANG_05" 3 6 7.77946013551069
"1135" "21_ANG_050300" "21_ANG_05" 3 7 3.39411254969543
"1136" "21_ANG_050300" "21_ANG_05" 3 8 7.77946013551069
"1137" "21_ANG_050300" "21_ANG_05" 3 9 6.92964645562817
"1138" "21_ANG_050400" "21_ANG_05" 4 5 7.77946013551069
"1139" "21_ANG_050400" "21_ANG_05" 4 6 10.4651803615609
"1140" "21_ANG_050400" "21_ANG_05" 4 7 7.77946013551069
"1141" "21_ANG_050400" "21_ANG_05" 4 8 3.39411254969543
"1142" "21_ANG_050400" "21_ANG_05" 4 9 6.92964645562817
"1143" "21_ANG_050500" "21_ANG_05" 5 6 5
"1144" "21_ANG_050500" "21_ANG_05" 5 7 7.07106781186548
"1145" "21_ANG_050500" "21_ANG_05" 5 8 5
"1146" "21_ANG_050500" "21_ANG_05" 5 9 3.53553390593274
"1147" "21_ANG_050600" "21_ANG_05" 6 7 5
"1148" "21_ANG_050600" "21_ANG_05" 6 8 7.07106781186548
"1149" "21_ANG_050600" "21_ANG_05" 6 9 3.53553390593274
"1150" "21_ANG_050700" "21_ANG_05" 7 8 5
"1151" "21_ANG_050700" "21_ANG_05" 7 9 3.53553390593274
"1152" "21_ANG_050800" "21_ANG_05" 8 9 3.53553390593274
"1153" "21_CAM_010100" "21_CAM_01" 1 2 9.8
"1154" "21_CAM_010100" "21_CAM_01" 1 3 13.8592929112563
"1155" "21_CAM_010100" "21_CAM_01" 1 4 9.8
"1156" "21_CAM_010100" "21_CAM_01" 1 5 3.39411254969543
"1157" "21_CAM_010100" "21_CAM_01" 1 6 7.77946013551069
"1158" "21_CAM_010100" "21_CAM_01" 1 7 10.4651803615609
"1159" "21_CAM_010100" "21_CAM_01" 1 8 7.77946013551069
"1160" "21_CAM_010100" "21_CAM_01" 1 9 6.92964645562817
"1161" "21_CAM_010200" "21_CAM_01" 2 3 9.8
"1162" "21_CAM_010200" "21_CAM_01" 2 4 13.8592929112563
"1163" "21_CAM_010200" "21_CAM_01" 2 5 7.77946013551069
"1164" "21_CAM_010200" "21_CAM_01" 2 6 3.39411254969543
"1165" "21_CAM_010200" "21_CAM_01" 2 7 7.77946013551069
"1166" "21_CAM_010200" "21_CAM_01" 2 8 10.4651803615609
"1167" "21_CAM_010200" "21_CAM_01" 2 9 6.92964645562817
"1168" "21_CAM_010300" "21_CAM_01" 3 4 9.8
"1169" "21_CAM_010300" "21_CAM_01" 3 5 10.4651803615609
"1170" "21_CAM_010300" "21_CAM_01" 3 6 7.77946013551069
"1171" "21_CAM_010300" "21_CAM_01" 3 7 3.39411254969543
"1172" "21_CAM_010300" "21_CAM_01" 3 8 7.77946013551069
"1173" "21_CAM_010300" "21_CAM_01" 3 9 6.92964645562817
"1174" "21_CAM_010400" "21_CAM_01" 4 5 7.77946013551069
"1175" "21_CAM_010400" "21_CAM_01" 4 6 10.4651803615609
"1176" "21_CAM_010400" "21_CAM_01" 4 7 7.77946013551069
"1177" "21_CAM_010400" "21_CAM_01" 4 8 3.39411254969543
"1178" "21_CAM_010400" "21_CAM_01" 4 9 6.92964645562817
"1179" "21_CAM_010500" "21_CAM_01" 5 6 5
"1180" "21_CAM_010500" "21_CAM_01" 5 7 7.07106781186548
"1181" "21_CAM_010500" "21_CAM_01" 5 8 5
"1182" "21_CAM_010500" "21_CAM_01" 5 9 3.53553390593274
"1183" "21_CAM_010600" "21_CAM_01" 6 7 5
"1184" "21_CAM_010600" "21_CAM_01" 6 8 7.07106781186548
"1185" "21_CAM_010600" "21_CAM_01" 6 9 3.53553390593274
"1186" "21_CAM_010700" "21_CAM_01" 7 8 5
"1187" "21_CAM_010700" "21_CAM_01" 7 9 3.53553390593274
"1188" "21_CAM_010800" "21_CAM_01" 8 9 3.53553390593274
"1189" "21_CAM_020100" "21_CAM_02" 1 2 9.8
"1190" "21_CAM_020100" "21_CAM_02" 1 3 13.8592929112563
"1191" "21_CAM_020100" "21_CAM_02" 1 4 9.8
"1192" "21_CAM_020100" "21_CAM_02" 1 5 3.39411254969543
"1193" "21_CAM_020100" "21_CAM_02" 1 6 7.77946013551069
"1194" "21_CAM_020100" "21_CAM_02" 1 7 10.4651803615609
"1195" "21_CAM_020100" "21_CAM_02" 1 8 7.77946013551069
"1196" "21_CAM_020100" "21_CAM_02" 1 9 6.92964645562817
"1197" "21_CAM_020200" "21_CAM_02" 2 3 9.8
"1198" "21_CAM_020200" "21_CAM_02" 2 4 13.8592929112563
"1199" "21_CAM_020200" "21_CAM_02" 2 5 7.77946013551069
"1200" "21_CAM_020200" "21_CAM_02" 2 6 3.39411254969543
"1201" "21_CAM_020200" "21_CAM_02" 2 7 7.77946013551069
"1202" "21_CAM_020200" "21_CAM_02" 2 8 10.4651803615609
"1203" "21_CAM_020200" "21_CAM_02" 2 9 6.92964645562817
"1204" "21_CAM_020300" "21_CAM_02" 3 4 9.8
"1205" "21_CAM_020300" "21_CAM_02" 3 5 10.4651803615609
"1206" "21_CAM_020300" "21_CAM_02" 3 6 7.77946013551069
"1207" "21_CAM_020300" "21_CAM_02" 3 7 3.39411254969543
"1208" "21_CAM_020300" "21_CAM_02" 3 8 7.77946013551069
"1209" "21_CAM_020300" "21_CAM_02" 3 9 6.92964645562817
"1210" "21_CAM_020400" "21_CAM_02" 4 5 7.77946013551069
"1211" "21_CAM_020400" "21_CAM_02" 4 6 10.4651803615609
"1212" "21_CAM_020400" "21_CAM_02" 4 7 7.77946013551069
"1213" "21_CAM_020400" "21_CAM_02" 4 8 3.39411254969543
"1214" "21_CAM_020400" "21_CAM_02" 4 9 6.92964645562817
"1215" "21_CAM_020500" "21_CAM_02" 5 6 5
"1216" "21_CAM_020500" "21_CAM_02" 5 7 7.07106781186548
"1217" "21_CAM_020500" "21_CAM_02" 5 8 5
"1218" "21_CAM_020500" "21_CAM_02" 5 9 3.53553390593274
"1219" "21_CAM_020600" "21_CAM_02" 6 7 5
"1220" "21_CAM_020600" "21_CAM_02" 6 8 7.07106781186548
"1221" "21_CAM_020600" "21_CAM_02" 6 9 3.53553390593274
"1222" "21_CAM_020700" "21_CAM_02" 7 8 5
"1223" "21_CAM_020700" "21_CAM_02" 7 9 3.53553390593274
"1224" "21_CAM_020800" "21_CAM_02" 8 9 3.53553390593274
"1225" "21_CAM_030100" "21_CAM_03" 1 2 9.8
"1226" "21_CAM_030100" "21_CAM_03" 1 3 13.8592929112563
"1227" "21_CAM_030100" "21_CAM_03" 1 4 9.8
"1228" "21_CAM_030100" "21_CAM_03" 1 5 3.39411254969543
"1229" "21_CAM_030100" "21_CAM_03" 1 6 7.77946013551069
"1230" "21_CAM_030100" "21_CAM_03" 1 7 10.4651803615609
"1231" "21_CAM_030100" "21_CAM_03" 1 8 7.77946013551069
"1232" "21_CAM_030100" "21_CAM_03" 1 9 6.92964645562817
"1233" "21_CAM_030200" "21_CAM_03" 2 3 9.8
"1234" "21_CAM_030200" "21_CAM_03" 2 4 13.8592929112563
"1235" "21_CAM_030200" "21_CAM_03" 2 5 7.77946013551069
"1236" "21_CAM_030200" "21_CAM_03" 2 6 3.39411254969543
"1237" "21_CAM_030200" "21_CAM_03" 2 7 7.77946013551069
"1238" "21_CAM_030200" "21_CAM_03" 2 8 10.4651803615609
"1239" "21_CAM_030200" "21_CAM_03" 2 9 6.92964645562817
"1240" "21_CAM_030300" "21_CAM_03" 3 4 9.8
"1241" "21_CAM_030300" "21_CAM_03" 3 5 10.4651803615609
"1242" "21_CAM_030300" "21_CAM_03" 3 6 7.77946013551069
"1243" "21_CAM_030300" "21_CAM_03" 3 7 3.39411254969543
"1244" "21_CAM_030300" "21_CAM_03" 3 8 7.77946013551069
"1245" "21_CAM_030300" "21_CAM_03" 3 9 6.92964645562817
"1246" "21_CAM_030400" "21_CAM_03" 4 5 7.77946013551069
"1247" "21_CAM_030400" "21_CAM_03" 4 6 10.4651803615609
"1248" "21_CAM_030400" "21_CAM_03" 4 7 7.77946013551069
"1249" "21_CAM_030400" "21_CAM_03" 4 8 3.39411254969543
"1250" "21_CAM_030400" "21_CAM_03" 4 9 6.92964645562817
"1251" "21_CAM_030500" "21_CAM_03" 5 6 5
"1252" "21_CAM_030500" "21_CAM_03" 5 7 7.07106781186548
"1253" "21_CAM_030500" "21_CAM_03" 5 8 5
"1254" "21_CAM_030500" "21_CAM_03" 5 9 3.53553390593274
"1255" "21_CAM_030600" "21_CAM_03" 6 7 5
"1256" "21_CAM_030600" "21_CAM_03" 6 8 7.07106781186548
"1257" "21_CAM_030600" "21_CAM_03" 6 9 3.53553390593274
"1258" "21_CAM_030700" "21_CAM_03" 7 8 5
"1259" "21_CAM_030700" "21_CAM_03" 7 9 3.53553390593274
"1260" "21_CAM_030800" "21_CAM_03" 8 9 3.53553390593274
"1261" "21_CAM_040100" "21_CAM_04" 1 2 9.8
"1262" "21_CAM_040100" "21_CAM_04" 1 3 13.8592929112563
"1263" "21_CAM_040100" "21_CAM_04" 1 4 9.8
"1264" "21_CAM_040100" "21_CAM_04" 1 5 3.39411254969543
"1265" "21_CAM_040100" "21_CAM_04" 1 6 7.77946013551069
"1266" "21_CAM_040100" "21_CAM_04" 1 7 10.4651803615609
"1267" "21_CAM_040100" "21_CAM_04" 1 8 7.77946013551069
"1268" "21_CAM_040100" "21_CAM_04" 1 9 6.92964645562817
"1269" "21_CAM_040200" "21_CAM_04" 2 3 9.8
"1270" "21_CAM_040200" "21_CAM_04" 2 4 13.8592929112563
"1271" "21_CAM_040200" "21_CAM_04" 2 5 7.77946013551069
"1272" "21_CAM_040200" "21_CAM_04" 2 6 3.39411254969543
"1273" "21_CAM_040200" "21_CAM_04" 2 7 7.77946013551069
"1274" "21_CAM_040200" "21_CAM_04" 2 8 10.4651803615609
"1275" "21_CAM_040200" "21_CAM_04" 2 9 6.92964645562817
"1276" "21_CAM_040300" "21_CAM_04" 3 4 9.8
"1277" "21_CAM_040300" "21_CAM_04" 3 5 10.4651803615609
"1278" "21_CAM_040300" "21_CAM_04" 3 6 7.77946013551069
"1279" "21_CAM_040300" "21_CAM_04" 3 7 3.39411254969543
"1280" "21_CAM_040300" "21_CAM_04" 3 8 7.77946013551069
"1281" "21_CAM_040300" "21_CAM_04" 3 9 6.92964645562817
"1282" "21_CAM_040400" "21_CAM_04" 4 5 7.77946013551069
"1283" "21_CAM_040400" "21_CAM_04" 4 6 10.4651803615609
"1284" "21_CAM_040400" "21_CAM_04" 4 7 7.77946013551069
"1285" "21_CAM_040400" "21_CAM_04" 4 8 3.39411254969543
"1286" "21_CAM_040400" "21_CAM_04" 4 9 6.92964645562817
"1287" "21_CAM_040500" "21_CAM_04" 5 6 5
"1288" "21_CAM_040500" "21_CAM_04" 5 7 7.07106781186548
"1289" "21_CAM_040500" "21_CAM_04" 5 8 5
"1290" "21_CAM_040500" "21_CAM_04" 5 9 3.53553390593274
"1291" "21_CAM_040600" "21_CAM_04" 6 7 5
"1292" "21_CAM_040600" "21_CAM_04" 6 8 7.07106781186548
"1293" "21_CAM_040600" "21_CAM_04" 6 9 3.53553390593274
"1294" "21_CAM_040700" "21_CAM_04" 7 8 5
